"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"72","Boston Celtics - SLOB Box Stagger - Iso Option
https://t.co/XRxejoo6vN
by @MATHnBASKETBALL 
#XsOs #NBAPlayoffs… https://t.co/sIBgb6RTZf",FALSE,1,NA,2018-04-27 01:40:58,TRUE,NA,"989680774562672646",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FastModel",0,FALSE,FALSE,NA,NA
"73","Cavs precisa se reforçar bem para próxima temporada. Celtics irá vir forte... Al Horford, Tatum, Brown, Irving e Hayward. Muitas opções.",FALSE,0,NA,2018-04-27 01:40:56,FALSE,NA,"989680764873789441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bernardo_tbrito",0,FALSE,FALSE,NA,NA
"74","Go Boston Celtics! SHOUT OUT PALA KAY DARRYL JAY DELOS SANTOS NA NAPAKA GWAPO.. PROUD CELTICS HERE
#NBAsaABSCBN https://t.co/WTLjNL2HRy",FALSE,0,NA,2018-04-27 01:40:51,FALSE,NA,"989680745462480896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Darrylljaydelo1",0,FALSE,FALSE,NA,NA
"75","Cmon Celtics",FALSE,0,NA,2018-04-27 01:40:49,FALSE,NA,"989680737661091842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Renegade3_",0,FALSE,FALSE,NA,NA
"76","Thon maker is killing it for the Celtics tonight #openseason",FALSE,0,NA,2018-04-27 01:40:49,FALSE,NA,"989680736893587457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","r12carlson",0,FALSE,FALSE,NA,NA
"77","Why does Scal insist on coaching the audience every single possession @celtics",FALSE,0,NA,2018-04-27 01:40:47,FALSE,NA,"989680729368997888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","billstanton1217",0,FALSE,FALSE,NA,NA
"78","Yes. We are #Celtics - we don't give up!",FALSE,1,NA,2018-04-27 01:40:47,FALSE,NA,"989680727569588226",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Garyville_Girl",0,FALSE,FALSE,NA,NA
"79","Brown +2

50-57

Cortamos a vantagem do Bucks pela metade

Timeout Bucks

#NBAPlayoffs #NBAnoSporTV #CUsRise",FALSE,0,NA,2018-04-27 01:40:43,FALSE,NA,"989680710645633025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Celtics_Brasil",0,FALSE,FALSE,NA,NA
"80","Cmon Celtics, keep chipping away",FALSE,0,NA,2018-04-27 01:40:40,FALSE,NA,"989680697454587905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bballmax33",0,FALSE,FALSE,NA,NA
"81","TIEMPO DE MILWAUKEE 
7:19 tercer cuarto 
#Celtics 50
Bucks 57",FALSE,0,NA,2018-04-27 01:40:38,FALSE,NA,"989680691196628992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","celtics_uruguay",0,FALSE,FALSE,NA,NA
